"Repo","Abbreviation","WorkshopId","SkymodsRevisionKey","SkymodsNewestOrdinal","SkymodsIsCurrentRevision","SkymodsRawDisplayedTime","SkymodsNormalizedUtcTime","SkymodsDownloadUrl","Category","VerificationPriority","FirstPassRecommended","RelatedSteamEventCount","RelatedSteamEventKeys","RelatedGitCommitCount","RelatedGitCommitShas","Reason","ContentDownloaded","ContentVerified"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|44","44","False","11 Dec, 2023 at 07:28 UTC","2023-12-11 07:28","https://modsbase.com/z1fthw06fs65/2543865921_MB___EPE_CFP.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|92","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|45","45","False","5 Dec, 2023 at 07:37 UTC","2023-12-05 07:37","https://modsbase.com/6e5z7vt01m1s/2543865921_MB___EPE_CFP.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|95","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|46","46","False","26 Nov, 2023 at 01:41 UTC","2023-11-26 01:41","https://modsbase.com/ctrhc1mlwa24/2543865921_MB___EPE_CFP.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|99","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|47","47","False","21 Nov, 2023 at 23:17 UTC","2023-11-21 23:17","https://modsbase.com/uwsrgpxcc7qp/2543865921_MB___EPE_CFP.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|101","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|48","48","False","23 Oct, 2023 at 19:40 UTC","2023-10-23 19:40","https://modsbase.com/jl9343caqzin/2543865921_MB___EPE_CFP.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|105","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|49","49","False","16 Oct, 2023 at 03:08 UTC","2023-10-16 03:08","https://modsbase.com/eqlb8zwgm0s9/2543865921_MB___EPE_CFP.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|106","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|50","50","False","5 Oct, 2023 at 01:41 UTC","2023-10-05 01:41","https://modsbase.com/gnitsdzj9cga/2543865921_MB___EPE_CFP.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|107","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|51","51","False","29 Sep, 2023 at 05:14 UTC","2023-09-29 05:14","https://modsbase.com/fedcoiyb7jti/2543865921_MB___EPE_CFP_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|113","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|52","52","False","22 Aug, 2023 at 21:23 UTC","2023-08-22 21:23","https://modsbase.com/279jodo8s9yp/2543865921_MB___EPE_CFP_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|115","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|53","53","False","7 Aug, 2023 at 17:38 UTC","2023-08-07 17:38","https://modsbase.com/owsupvro0i7h/2543865921_MB___EPE_CFP_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|116","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|54","54","False","6 Aug, 2023 at 02:24 UTC","2023-08-06 02:24","https://modsbase.com/3v74j1ci1jly/2543865921_MB___EPE_CFP_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|117","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|55","55","False","2 Aug, 2023 at 22:07 UTC","2023-08-02 22:07","https://modsbase.com/pn4qkgfxwl9j/2543865921_MB___EPE_CFP_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|118","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|56","56","False","29 Jul, 2023 at 17:07 UTC","2023-07-29 17:07","https://modsbase.com/cq20c26r0c9e/2543865921_MB___EPE_CFP_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|119","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|57","57","False","24 Jul, 2023 at 18:25 UTC","2023-07-24 18:25","https://modsbase.com/j2ucdubkhts1/2543865921_MB___EPE_CFP_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|120","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|58","58","False","21 Jul, 2023 at 04:36 UTC","2023-07-21 04:36","https://modsbase.com/lkyg5l5rszqw/2543865921_MB___EPE_CFP_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|125","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|59","59","False","18 Apr, 2023 at 00:13 UTC","2023-04-18 00:13","https://modsbase.com/55ze8jslt93w/2543865921_EPE_CFP_MB_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|127","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|60","60","False","16 Mar, 2023 at 00:51 UTC","2023-03-16 00:51","https://modsbase.com/ushy4x54wtwl/2543865921_EPE_CFP_MB_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|128","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|61","61","False","13 Mar, 2023 at 02:15 UTC","2023-03-13 02:15","https://modsbase.com/wyg3awtjqcft/2543865921_EPE_CFP_MB_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|131","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|62","62","False","6 Mar, 2023 at 04:36 UTC","2023-03-06 04:36","https://modsbase.com/m6gpfd3nwq1c/2543865921_EPE_CFP_MB_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|132","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|63","63","False","5 Feb, 2023 at 04:06 UTC","2023-02-05 04:06","https://modsbase.com/o7guoabxo2f5/2543865921_EPE_CFP_MB_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|133","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|64","64","False","22 Jan, 2023 at 03:37 UTC","2023-01-22 03:37","https://modsbase.com/nu3ajuaxerqj/2543865921_EPE_CFP_MB_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|134","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|65","65","False","14 Jan, 2023 at 07:32 UTC","2023-01-14 07:32","https://modsbase.com/0dglero2zq8n/2543865921_EPE_CFP_MB_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|135","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|66","66","False","13 Dec, 2022 at 20:48 UTC","2022-12-13 20:48","https://modsbase.com/htr5vacj9a1d/2543865921_EPE_CFP_MB_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|136","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|67","67","False","3 Dec, 2022 at 20:38 UTC","2022-12-03 20:38","https://modsbase.com/78kdgg0fldp2/2543865921_EPE_CFP_MB_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|137","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|68","68","False","29 Sep, 2022 at 16:55 UTC","2022-09-29 16:55","https://modsbase.com/qa841e6ww60u/2543865921_EPE_CFP_MB_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|139","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|69","69","False","22 Sep, 2022 at 22:33 UTC","2022-09-22 22:33","https://modsbase.com/lp9ob3447vef/2543865921_EPE_CFP_MB_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|140","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|70","70","False","18 Sep, 2022 at 09:13 UTC","2022-09-18 09:13","https://modsbase.com/copvyj1r6fty/2543865921_EPE_CFP_MB_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|141","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|71","71","False","16 Sep, 2022 at 01:21 UTC","2022-09-16 01:21","https://modsbase.com/e5dt28zrsh50/2543865921_EPE_CFP_MB_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|142","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|72","72","False","12 Sep, 2022 at 01:22 UTC","2022-09-12 01:22","https://modsbase.com/av59bmnggllq/2543865921_EPE_CFP_MB_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|143","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|73","73","False","9 Sep, 2022 at 09:23 UTC","2022-09-09 09:23","https://modsbase.com/1io6vtwrm648/2543865921_EPE_CFP_MB_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|147","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|74","74","False","29 Jul, 2022 at 02:08 UTC","2022-07-29 02:08","https://modsbase.com/f558jqrsb0te/2543865921_EPE_CFP_MB_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|148","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|75","75","False","12 Jul, 2022 at 19:43 UTC","2022-07-12 19:43","https://modsbase.com/vhnx19pe5wsj/2543865921_EPE_CFP_MB_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|149","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|76","76","False","7 Jul, 2022 at 19:27 UTC","2022-07-07 19:27","https://modsbase.com/6qlixcorj5al/2543865921_EPE_CFP_MB_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|150","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|77","77","False","29 Jun, 2022 at 19:54 UTC","2022-06-29 19:54","https://modsbase.com/4c37kmf3uanv/2543865921_EPE_CFP_MB_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|151","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|78","78","False","27 Jun, 2022 at 04:06 UTC","2022-06-27 04:06","https://modsbase.com/1wkjxzu0wdyz/2543865921_EPE_CFP_MB_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|153","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|79","79","False","6 Jun, 2022 at 07:41 UTC","2022-06-06 07:41","https://modsbase.com/bwaw2xx0lqwa/2543865921_EPE_CFP_MB_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|158","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|80","80","False","22 Mar, 2022 at 21:37 UTC","2022-03-22 21:37","https://modsbase.com/8izjgpxgt9gv/2543865921_EPE_CFP_MB_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|162","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MBP-EPE-CFP","MBP-EPE-CFP","2543865921","2543865921|81","81","False","2 Dec, 2021 at 00:39 UTC","2021-12-02 00:39","https://modsbase.com/k2nnnoyujyjk/2543865921_EPE_CFP_MB_Compatch.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2543865921|176","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MedievalImmersion","MI","3268020725","3268020725|1","1","True","21 Dec, 2025 at 21:27 UTC","2025-12-21 21:27","https://modsbase.com/08iss3c64d3k/3268020725_MedievalImmersion.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","3268020725|4","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MedievalImmersion","MI","3268020725","3268020725|2","2","False","28 Nov, 2025 at 01:52 UTC","2025-11-28 01:52","https://modsbase.com/8xvb4ymd7o7h/3268020725_MedievalImmersion.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","3268020725|11","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MedievalImmersion","MI","3268020725","3268020725|3","3","False","13 Aug, 2025 at 16:38 UTC","2025-08-13 16:38","https://modsbase.com/7mrbzdpui1gf/3268020725_MedievalImmersion.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","3268020725|20","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MedievalImmersion","MI","3268020725","3268020725|4","4","False","27 May, 2025 at 23:23 UTC","2025-05-27 23:23","https://modsbase.com/jcvqczjsdsnt/3268020725_MedievalImmersion.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","3268020725|21","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"MedievalImmersion","MI","3268020725","3268020725|5","5","False","8 Apr, 2025 at 20:50 UTC","2025-04-08 20:50","https://modsbase.com/gogyft6vyl93/3268020725_MedievalImmersion.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","3268020725|22","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"RICE","RICE","2273832430","2273832430|12","12","False","4 Oct, 2025 at 05:34 UTC","2025-10-04 05:34","https://modsbase.com/6lg4g75fydf9/2273832430_Regional_Immersion_and_Cultural_Enrichment___40_RICE__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2273832430|15","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"RICE","RICE","2273832430","2273832430|13","13","False","30 Sep, 2025 at 07:24 UTC","2025-09-30 07:24","https://modsbase.com/81xh1gpwvo51/2273832430_Regional_Immersion_and_Cultural_Enrichment___40_RICE__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2273832430|16","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"RICE","RICE","2273832430","2273832430|14","14","False","4 Jul, 2025 at 01:30 UTC","2025-07-04 01:30","https://modsbase.com/ql55vebqc2v3/2273832430_Regional_Immersion_and_Cultural_Enrichment___40_RICE__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2273832430|17","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"RICE","RICE","2273832430","2273832430|15","15","False","25 Jun, 2025 at 03:52 UTC","2025-06-25 03:52","https://modsbase.com/d3kab72jh77l/2273832430_Regional_Immersion_and_Cultural_Enrichment___40_RICE__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2273832430|19","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"RICE","RICE","2273832430","2273832430|16","16","False","18 Jun, 2025 at 04:01 UTC","2025-06-18 04:01","https://modsbase.com/qtygsbmbe9gb/2273832430_Regional_Immersion_and_Cultural_Enrichment___40_RICE__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2273832430|20","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"RICE","RICE","2273832430","2273832430|17","17","False","31 May, 2025 at 20:33 UTC","2025-05-31 20:33","https://modsbase.com/k77m5gc8olg2/2273832430_Regional_Immersion_and_Cultural_Enrichment___40_RICE__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2273832430|21","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"RICE","RICE","2273832430","2273832430|18","18","False","21 May, 2025 at 04:10 UTC","2025-05-21 04:10","https://modsbase.com/1ylglgzxbeke/2273832430_Regional_Immersion_and_Cultural_Enrichment___40_RICE__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2273832430|22","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"RICE","RICE","2273832430","2273832430|19","19","False","29 Mar, 2025 at 03:44 UTC","2025-03-29 03:44","https://modsbase.com/t8ys7z6pv1l4/2273832430_Regional_Immersion_and_Cultural_Enrichment___40_RICE__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2273832430|24","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"RICE","RICE","2273832430","2273832430|20","20","False","8 Mar, 2025 at 06:13 UTC","2025-03-08 06:13","https://modsbase.com/i35ucl6yovmo/2273832430_Regional_Immersion_and_Cultural_Enrichment___40_RICE__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2273832430|25","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"RICE","RICE","2273832430","2273832430|21","21","False","4 Mar, 2025 at 08:10 UTC","2025-03-04 08:10","https://modsbase.com/om41guv9pc2b/2273832430_Regional_Immersion_and_Cultural_Enrichment___40_RICE__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2273832430|26","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"RICE","RICE","2273832430","2273832430|22","22","False","16 Feb, 2025 at 08:44 UTC","2025-02-16 08:44","https://modsbase.com/mgciquud4ak8/2273832430_Regional_Immersion_and_Cultural_Enrichment___40_RICE__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2273832430|27","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"RICE","RICE","2273832430","2273832430|23","23","False","11 Feb, 2025 at 06:52 UTC","2025-02-11 06:52","https://modsbase.com/1w65ertjjreu/2273832430_Regional_Immersion_and_Cultural_Enrichment___40_RICE__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2273832430|28","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
